X,Y,site,date,code,pollutant,mean,capture_rate,source,site.type,name,duplicate
548465.052779396,179466.050337153,Bexley - Belvedere West FDMS,2017,BQ8,pm10,14.7503452061001,95.1717840429175,importKCL,Urban Background,LAEIBox,N
551864.053987996,176376.061371099,Bexley - Slade Green,2017,BX1,pm10,16.8527349357337,98.5503937906632,importKCL,Suburban,LAEIBox,N
411625.002411423,290453.664110435,Birmingham Tyburn AURN,2017,BI9,pm10,17.4496664749856,39.6986645360119,importKCL,Urban Background,Non-London,N
523721.043716804,183005.037695474,Brent - ARK Franklin Primary Academy,2017,BT8,pm10,19.2775183314971,11.8365483392307,importKCL,Roadside,LAEIBox,N
520867.904656622,185169.565309114,Brent - Ikea,2017,BT4,pm10,32.9605792545075,92.3867138454514,importKCL,Roadside,LAEIBox,N
521620.797224119,183554.44737784,Brent - John Keble Primary School,2017,BT6,pm10,20.1555393289454,97.6258417988814,importKCL,Roadside,LAEIBox,N
521513.21348321,185205.002181638,Brent - Neasden Lane,2017,BT5,pm10,26.7801451287314,99.3493893391165,importKCL,Industrial,LAEIBox,N
359500.983211139,173932.069899043,Bristol St Pauls AURN,2017,BR0,pm10,14.7306430367621,95.3201689304874,importKCL,Urban Background,Non-London,N
530121.809691263,182039.047222256,Camden - Bloomsbury,2017,BL0,pm10,18.5424602641056,95.0804702659514,importKCL,Urban Background,LAEIBox,N
146230.896457479,529906.905933762,Belfast Centre CPC,2017,BE1,co,0.0944326684901009,95.7424951489556,importKCL,Urban Background,Non-London,N
394415.995128794,807403.280411589,Aberdeen AURN,2017,AB0,pm25,5.78143078204976,95.8908800365255,importKCL,Urban Background,Non-London,N
322049.965571576,656245.604745765,Auchencorth Moss AURN,2017,AM0,pm25,4.52565006075334,93.9390480538751,importKCL,Rural,Non-London,N
146230.896457479,529906.905933762,Belfast Centre CPC,2017,BE1,pm25,9.32338214454417,96.6556329186166,importKCL,Urban Background,Non-London,N
551864.053987996,176376.061371099,Bexley - Slade Green,2017,BX1,pm25,10.7829720237374,94.2472320511357,importKCL,Suburban,LAEIBox,N
411625.002411423,290453.664110435,Birmingham Tyburn AURN,2017,BI9,pm25,12.0111426947129,40.1552334208424,importKCL,Urban Background,Non-London,N
333855.971955579,434734.194186351,Blackpool Marton AURN,2017,BK0,pm25,7.34121226304704,97.5459422440361,importKCL,Urban Background,Non-London,N
412320.002627231,93341.3629363293,Bournemouth AURN,2017,BU0,pm25,12.3296370967742,11.3229083437964,importKCL,Urban Background,Non-London,N
359500.983211139,173932.069899043,Bristol St Pauls AURN,2017,BR0,pm25,9.65290660534049,89.3391165392079,importKCL,Urban Background,Non-London,N
530121.809691263,182039.047222256,Camden - Bloomsbury,2017,BL0,pm25,13.499623364033,94.1901609405319,importKCL,Urban Background,LAEIBox,N
-0.139873606851324,-2.28869080886943,Armargh Roadside AURN,2017,AH0,pm10d,1,,importKCL,Roadside,Non-London,N
548045.505176748,183320.20327718,Barking and Dagenham - Scrattons Farm,2017,BG2,pm10d,4,,importKCL,Suburban,LAEIBox,N
146230.896457479,529906.905933762,Belfast Centre CPC,2017,BE1,pm10d,1,,importKCL,Urban Background,Non-London,N
549980.053330964,179061.051783628,Bexley - Belvedere FDMS,2017,BX0,pm10d,7,,importKCL,Suburban,LAEIBox,N
548465.052779396,179466.050337153,Bexley - Belvedere West,2017,BQ7,pm10d,2,,importKCL,Urban Background,LAEIBox,N
548465.052779396,179466.050337153,Bexley - Belvedere West FDMS,2017,BQ8,pm10d,3,,importKCL,Urban Background,LAEIBox,N
551864.053987996,176376.061371099,Bexley - Slade Green,2017,BX1,pm10d,3,,importKCL,Suburban,LAEIBox,N
411625.002411423,290453.664110435,Birmingham Tyburn AURN,2017,BI9,pm10d,4,,importKCL,Urban Background,Non-London,N
520867.904656622,185169.565309114,Brent - Ikea,2017,BT4,pm10d,41,,importKCL,Roadside,LAEIBox,N
521620.797224119,183554.44737784,Brent - John Keble Primary School,2017,BT6,pm10d,5,,importKCL,Roadside,LAEIBox,N
521513.21348321,185205.002181638,Brent - Neasden Lane,2017,BT5,pm10d,19,,importKCL,Industrial,LAEIBox,N
359500.983211139,173932.069899043,Bristol St Pauls AURN,2017,BR0,pm10d,2,,importKCL,Urban Background,Non-London,N
530121.809691263,182039.047222256,Camden - Bloomsbury,2017,BL0,pm10d,6,,importKCL,Urban Background,LAEIBox,N
394395.803513858,807391.977156101,Aberdeen,2017,ABD,nox,33.6532324688427,96.1648213674238,importAURN,Urban Background,Non-London,N
393655.921019731,805967.596910843,Aberdeen Union Street Roadside,2017,ABD7,nox,107.530281285476,95.7196667047141,importAURN,Urban Traffic,Non-London,N
394397.024295437,804779.039598012,Aberdeen Wellington Road,2017,ABD8,nox,111.637460448558,96.1876498116653,importAURN,Urban Traffic,Non-London,N
97683.899688333,505347.207646574,Armagh Roadside,2017,ARM6,nox,67.2248758846518,96.3816915877183,importAURN,Urban Traffic,Non-London,N
329898.903219415,290053.081826184,Aston Hill,2017,AH,nox,3.36156229288899,97.2720009131378,importAURN,Rural Background,Non-London,N
125703.648358858,559120.901981066,Ballymena Antrim Road,2017,BAAR,nox,50.8272925660685,69.9691816002739,importAURN,Urban Traffic,Non-London,N
127317.08726321,560150.045186608,Ballymena Ballykeel,2017,BALM,nox,20.4528169793481,91.7475174066887,importAURN,Urban Background,Non-London,N
432524.221267489,407478.445183006,Barnsley Gawber,2017,BAR3,nox,23.0430122885108,97.9568542403835,importAURN,Urban Background,Non-London,N
375454.49903178,165847.02155094,Bath Roadside,2017,BATH,nox,127.226645713791,98.8243351215615,importAURN,Urban Traffic,Non-London,N
146337.906182848,529816.58720841,Belfast Centre,2017,BEL2,nox,39.3741530720314,98.7216071224746,importAURN,Urban Background,Non-London,N
143190.777785064,526975.066439066,Belfast Stockman's Lane,2017,BEL1,nox,141.222988170365,98.7558497888369,importAURN,Urban Traffic,Non-London,N
446927.608053809,523597.007618321,Billingham,2017,BIL,nox,27.0123452032147,99.4178746718411,importAURN,Urban Industrial,Non-London,N
331926.433027064,388453.159686957,Birkenhead Borough Road,2017,BBRD,nox,36.6459887596099,99.4749457824449,importAURN,Urban Traffic,Non-London,N
408585.627216912,286469.580209782,Birmingham A4540 Roadside,2017,BIRR,nox,80.4251380511993,98.9841342312521,importAURN,Urban Traffic,Non-London,N
411653.978165749,282146.003351801,Birmingham Acocks Green,2017,AGRN,nox,26.9570181953428,88.2319369934939,importAURN,Urban Background,Non-London,N
370241.784031319,428026.14863112,Blackburn Accrington Road,2017,BLAR,nox,38.7775419503959,98.0253395731081,importAURN,Urban Traffic,Non-London,N
333768.44090114,434758.919312517,Blackpool Marton,2017,BLC2,nox,16.7592487217248,96.8839173610318,importAURN,Urban Background,Non-London,N
412321.910744354,93343.153097474,Bournemouth,2017,BORN,nox,18.3558202571122,95.8908800365255,importAURN,Urban Background,Non-London,N
415930.916063018,430571.560458485,Bradford Mayo Avenue,2017,BDMA,nox,112.041745737941,95.1261271544344,importAURN,Urban Traffic,Non-London,N
530523.941166296,106224.603876696,Brighton Preston Park,2017,BRT3,nox,25.6547234632841,98.0824106837119,importAURN,Urban Background,Non-London,N
359492.09527849,173925.032602481,Bristol St Paul's,2017,BRS8,nox,42.6496400910768,99.0069626754937,importAURN,Urban Background,Non-London,N
359522.995960478,173383.025454188,Bristol Temple Way,2017,BR11,nox,80.8905794278758,75.014267777651,importAURN,Urban Traffic,Non-London,N
380637.356729391,406974.421559807,Bury Whitefield Roadside,2017,BURW,nox,52.8365200264429,99.280904006392,importAURN,Urban Traffic,Non-London,N
324629.044884291,663890.619663353,Bush Estate,2017,BUSH,nox,6.21573837068161,97.7970551306928,importAURN,Rural Background,Non-London,N
545279.433585219,258142.422125121,Cambridge Roadside,2017,CAM,nox,80.6493797970913,97.3176578016208,importAURN,Urban Traffic,Non-London,N
526632.534155509,184390.331249495,Camden Kerbside,2017,CA1,nox,140.04029854398,91.4849902979112,importAURN,Urban Traffic,LAEIBox,N
401393.536388004,309956.612858414,Cannock A5190 Roadside,2017,CANK,nox,37.7255612237362,89.6358863143477,importAURN,Urban Traffic,Non-London,N
616186.922894669,157319.120607614,Canterbury,2017,CANT,nox,21.7902466412742,98.892820454286,importAURN,Urban Background,Non-London,N
318416.218369747,176525.753656607,Cardiff Centre,2017,CARD,nox,29.8669558341981,98.9955484533729,importAURN,Urban Background,Non-London,N
339469.185415822,555975.96565519,Carlisle Roadside,2017,CARL,nox,56.9800125680333,96.0506791462162,importAURN,Urban Traffic,Non-London,N
577436.74733235,166992.840171333,Chatham Roadside,2017,CHAT,nox,52.5169548151593,98.1851386827988,importAURN,Urban Traffic,Non-London,N
353125.49508423,193472.639928591,Chepstow A48,2017,CHP,nox,80.1754650194866,84.9332268005935,importAURN,Urban Traffic,Non-London,N
436470.371655833,372039.476751194,Chesterfield Loundsley Green,2017,CHLG,nox,23.3419111061666,53.8637141878781,importAURN,Urban Background,Non-London,N
436347.517849102,370657.985056346,Chesterfield Roadside,2017,CHS7,nox,38.6880117141501,96.153407145303,importAURN,Urban Traffic,Non-London,N
439389.90751249,139078.437807631,Chilbolton Observatory,2017,CHBO,nox,13.7559929890214,96.6898755849789,importAURN,Rural Background,Non-London,N
415559.031620289,92894.0132223396,Christchurch Barrack Road,2017,CHBR,nox,41.4248222052174,98.4476657915763,importAURN,Urban Traffic,Non-London,N
430010.742216842,279375.498328874,Coventry Allesley,2017,COAL,nox,35.7889954435107,97.7970551306928,importAURN,Urban Background,Non-London,N
nan,nan,Coventry Binley Road,2017,COBR,nox,64.8238225500382,74.7060837803904,importAURN,,Non-London,N
330435.610622673,195481.483723537,Cwmbran,2017,CWMB,nox,18.4067358967103,96.8040178061865,importAURN,Urban Background,Non-London,N
435763.021976315,336305.968609027,Derby St Alkmund's Way,2017,DESA,nox,84.5576916061418,93.6651067229768,importAURN,Urban Traffic,Non-London,N
59252.771672826,580589.966035385,Derry Rosemount,2017,DERR,nox,10.9694829750725,98.4476657915763,importAURN,Urban Background,Non-London,N
457246.906545632,402811.528226836,Doncaster A630 Cleveland Street,2017,DCST,nox,46.7232569553715,99.2352471179089,importAURN,Urban Traffic,Non-London,N
240234.670774425,675198.79419854,Dumbarton Roadside,2017,DUMB,nox,43.833603733009,79.7739984020089,importAURN,Urban Traffic,Non-London,N
297019.534367724,576254.028529921,Dumfries,2017,DUMF,nox,82.303395243563,98.413423125214,importAURN,Urban Traffic,Non-London,N
560155.209750213,103150.425701147,Eastbourne,2017,EB,nox,16.3716678128951,99.3151466727543,importAURN,Urban Background,Non-London,N
326264.299593795,673136.491275119,Edinburgh St Leonards,2017,ED3,nox,27.5780912048334,97.2948293573793,importAURN,Urban Background,Non-London,N
323550.969021881,603021.742769143,Eskdalemuir,2017,ESK,nox,2.75543462210734,92.7291405090743,importAURN,Rural Background,Non-London,N
291929.039283704,92838.2030251636,Exeter Roadside,2017,EX,nox,73.6022664292555,95.3544115968497,importAURN,Urban Traffic,Non-London,N
210849.727468679,774418.72171393,Fort William,2017,FW,nox,16.1940485171747,94.3727884944641,importAURN,Suburban Background,Non-London,N
258007.03851344,666650.957545896,Glasgow Great Western Road,2017,GGWR,nox,58.4759441057615,98.8585777879237,importAURN,Urban Traffic,Non-London,N
260014.082466554,665348.954175672,Glasgow High Street,2017,GHSR,nox,61.5542659264913,97.2035155804132,importAURN,Urban Traffic,Non-London,N
258713.915805344,665194.508285164,Glasgow Kerbside,2017,GLA4,nox,192.863470820655,99.0297911197352,importAURN,Urban Traffic,Non-London,N
229331.50031044,675714.736853935,Greenock A8 Roadside,2017,GKA8,nox,71.1246892734041,82.7873530418902,importAURN,Urban Traffic,Non-London,N
321727.008447825,198588.004504885,Hafod-yr-ynys Roadside,2017,CAE6,nox,233.540742430997,98.8357493436822,importAURN,Urban Traffic,Non-London,N
551858.958813637,176381.109719531,London Bexley,2017,BEX,nox,39.6293624447912,95.1032987101929,importAURN,Suburban Background,LAEIBox,N
530118.956871421,182039.307985067,London Bloomsbury,2017,CLL2,nox,61.372808845664,98.5846364570255,importAURN,Urban Background,LAEIBox,N
399859.652196792,289392.883404496,Oldbury Birmingham Road,2017,BOLD,nox,89.0947075668577,95.6055244835065,importAURN,Urban Traffic,Non-London,N
377924.614590625,398729.036240025,Salford Eccles,2017,ECCL,nox,45.2065484333056,96.0963360346992,importAURN,Urban Background,Non-London,N
393887.841277905,409191.70183498,Shaw Crompton Way,2017,CW,nox,74.184974767952,98.8699920100445,importAURN,Urban Traffic,Non-London,N
441623.384615942,513674.437557846,Stockton-on-Tees Eaglescliffe,2017,EAGL,nox,19.7380436658584,98.8585777879237,importAURN,Urban Traffic,Non-London,N
394395.803513858,807391.977156101,Aberdeen,2017,ABD,no2,22.0536746623145,96.1648213674238,importAURN,Urban Background,Non-London,N
393655.921019731,805967.596910843,Aberdeen Union Street Roadside,2017,ABD7,no2,40.1189066706415,95.7196667047141,importAURN,Urban Traffic,Non-London,N
394397.024295437,804779.039598012,Aberdeen Wellington Road,2017,ABD8,no2,39.2694759166963,96.1876498116653,importAURN,Urban Traffic,Non-London,N
97683.899688333,505347.207646574,Armagh Roadside,2017,ARM6,no2,23.9188185279488,96.3816915877183,importAURN,Urban Traffic,Non-London,N
329898.903219415,290053.081826184,Aston Hill,2017,AH,no2,2.96735437103966,97.2720009131378,importAURN,Rural Background,Non-London,N
125703.648358858,559120.901981066,Ballymena Antrim Road,2017,BAAR,no2,22.3026040929853,69.9691816002739,importAURN,Urban Traffic,Non-London,N
127317.08726321,560150.045186608,Ballymena Ballykeel,2017,BALM,no2,13.9305576113461,91.7475174066887,importAURN,Urban Background,Non-London,N
432524.221267489,407478.445183006,Barnsley Gawber,2017,BAR3,no2,16.0766782754603,97.9568542403835,importAURN,Urban Background,Non-London,N
375454.49903178,165847.02155094,Bath Roadside,2017,BATH,no2,44.7754913478864,98.8243351215615,importAURN,Urban Traffic,Non-London,N
146337.906182848,529816.58720841,Belfast Centre,2017,BEL2,no2,24.6215587987051,98.7216071224746,importAURN,Urban Background,Non-London,N
143190.777785064,526975.066439066,Belfast Stockman's Lane,2017,BEL1,no2,51.6162346255201,98.7558497888369,importAURN,Urban Traffic,Non-London,N
446927.608053809,523597.007618321,Billingham,2017,BIL,no2,18.2186302296211,99.4178746718411,importAURN,Urban Industrial,Non-London,N
331926.433027064,388453.159686957,Birkenhead Borough Road,2017,BBRD,no2,22.7676176810098,99.4749457824449,importAURN,Urban Traffic,Non-London,N
408585.627216912,286469.580209782,Birmingham A4540 Roadside,2017,BIRR,no2,36.6685108856089,98.9841342312521,importAURN,Urban Traffic,Non-London,N
411653.978165749,282146.003351801,Birmingham Acocks Green,2017,AGRN,no2,19.4375222445019,88.2319369934939,importAURN,Urban Background,Non-London,N
370241.784031319,428026.14863112,Blackburn Accrington Road,2017,BLAR,no2,21.1888109385189,98.0253395731081,importAURN,Urban Traffic,Non-London,N
333768.44090114,434758.919312517,Blackpool Marton,2017,BLC2,no2,12.684663811263,96.8839173610318,importAURN,Urban Background,Non-London,N
412321.910744354,93343.153097474,Bournemouth,2017,BORN,no2,12.6940690274967,95.8908800365255,importAURN,Urban Background,Non-London,N
415930.916063018,430571.560458485,Bradford Mayo Avenue,2017,BDMA,no2,42.3768475653948,95.1261271544344,importAURN,Urban Traffic,Non-London,N
530523.941166296,106224.603876696,Brighton Preston Park,2017,BRT3,no2,16.986217033632,98.0824106837119,importAURN,Urban Background,Non-London,N
359492.09527849,173925.032602481,Bristol St Paul's,2017,BRS8,no2,23.6889858012451,99.0069626754937,importAURN,Urban Background,Non-London,N
359522.995960478,173383.025454188,Bristol Temple Way,2017,BR11,no2,37.8309242148509,75.014267777651,importAURN,Urban Traffic,Non-London,N
380637.356729391,406974.421559807,Bury Whitefield Roadside,2017,BURW,no2,28.0646018636468,99.280904006392,importAURN,Urban Traffic,Non-London,N
324629.044884291,663890.619663353,Bush Estate,2017,BUSH,no2,4.6892089379085,97.7970551306928,importAURN,Rural Background,Non-London,N
545279.433585219,258142.422125121,Cambridge Roadside,2017,CAM,no2,29.308023226601,97.3176578016208,importAURN,Urban Traffic,Non-London,N
526632.534155509,184390.331249495,Camden Kerbside,2017,CA1,no2,52.7432092788521,91.4849902979112,importAURN,Urban Traffic,LAEIBox,N
401393.536388004,309956.612858414,Cannock A5190 Roadside,2017,CANK,no2,22.7050024449255,89.6358863143477,importAURN,Urban Traffic,Non-London,N
616186.922894669,157319.120607614,Canterbury,2017,CANT,no2,14.9000111495845,98.892820454286,importAURN,Urban Background,Non-London,N
318416.218369747,176525.753656607,Cardiff Centre,2017,CARD,no2,20.2435673930589,98.9955484533729,importAURN,Urban Background,Non-London,N
339469.185415822,555975.96565519,Carlisle Roadside,2017,CARL,no2,23.2530623541295,96.0506791462162,importAURN,Urban Traffic,Non-London,N
577436.74733235,166992.840171333,Chatham Roadside,2017,CHAT,no2,25.4360628725878,98.1851386827988,importAURN,Urban Traffic,Non-London,N
353125.49508423,193472.639928591,Chepstow A48,2017,CHP,no2,34.9544429767504,84.9332268005935,importAURN,Urban Traffic,Non-London,N
436470.371655833,372039.476751194,Chesterfield Loundsley Green,2017,CHLG,no2,14.3727801885993,53.8637141878781,importAURN,Urban Background,Non-London,N
436347.517849102,370657.985056346,Chesterfield Roadside,2017,CHS7,no2,18.0421906968186,96.153407145303,importAURN,Urban Traffic,Non-London,N
439389.90751249,139078.437807631,Chilbolton Observatory,2017,CHBO,no2,11.2088385857632,96.6898755849789,importAURN,Rural Background,Non-London,N
415559.031620289,92894.0132223396,Christchurch Barrack Road,2017,CHBR,no2,20.6302225031884,98.4476657915763,importAURN,Urban Traffic,Non-London,N
430010.742216842,279375.498328874,Coventry Allesley,2017,COAL,no2,21.8808563597106,97.7970551306928,importAURN,Urban Background,Non-London,N
nan,nan,Coventry Binley Road,2017,COBR,no2,31.4206300779221,74.7060837803904,importAURN,,Non-London,N
330435.610622673,195481.483723537,Cwmbran,2017,CWMB,no2,12.1367206709114,96.8040178061865,importAURN,Urban Background,Non-London,N
435763.021976315,336305.968609027,Derby St Alkmund's Way,2017,DESA,no2,36.861728159883,93.6651067229768,importAURN,Urban Traffic,Non-London,N
59252.771672826,580589.966035385,Derry Rosemount,2017,DERR,no2,8.38760158492754,98.4476657915763,importAURN,Urban Background,Non-London,N
457246.906545632,402811.528226836,Doncaster A630 Cleveland Street,2017,DCST,no2,25.7062944858523,99.2352471179089,importAURN,Urban Traffic,Non-London,N
240234.670774425,675198.79419854,Dumbarton Roadside,2017,DUMB,no2,20.4828556546001,79.7739984020089,importAURN,Urban Traffic,Non-London,N
297019.534367724,576254.028529921,Dumfries,2017,DUMF,no2,30.2815587602922,98.4248373473348,importAURN,Urban Traffic,Non-London,N
560155.209750213,103150.425701147,Eastbourne,2017,EB,no2,12.3374575749914,99.3151466727543,importAURN,Urban Background,Non-London,N
326264.299593795,673136.491275119,Edinburgh St Leonards,2017,ED3,no2,19.7847420307367,97.2948293573793,importAURN,Urban Background,Non-London,N
323550.969021881,603021.742769143,Eskdalemuir,2017,ESK,no2,2.00242129739045,92.7291405090743,importAURN,Rural Background,Non-London,N
291929.039283704,92838.2030251636,Exeter Roadside,2017,EX,no2,27.6846654931769,95.3544115968497,importAURN,Urban Traffic,Non-London,N
210849.727468679,774418.72171393,Fort William,2017,FW,no2,9.96004177914852,94.3727884944641,importAURN,Suburban Background,Non-London,N
