date,code,pollutant,mean,capture_rate,source,site.type,name
2013,JA2,nox,-13642.653616734095,3.150325305330442,importKCL,Kerbside,Non-London
2013,JA3,nox,327.45390381605847,8.492181257847278,importKCL,Kerbside,Non-London
2013,JA4,nox,271.907860366502,8.492181257847278,importKCL,Kerbside,Non-London
2013,JA5,nox,282.3986013346673,8.492181257847278,importKCL,Kerbside,Non-London
2013,JA6,nox,372.55161396326946,8.492181257847278,importKCL,Kerbside,Non-London
2013,JA7,nox,1816.0688935730786,3.6982079671270403,importKCL,Kerbside,Non-London
2013,JA8,nox,178.44055974659764,1.7920328729597077,importKCL,Kerbside,Non-London
2013,JA9,nox,-5443.044633985434,2.602442643533843,importKCL,Kerbside,Non-London
2013,JB1,nox,284.54432926785495,3.6982079671270403,importKCL,Kerbside,Non-London
2013,JB2,nox,4596.57381201924,7.088231936993495,importKCL,Kerbside,Non-London
2013,JB3,nox,-592.3192558571236,8.492181257847278,importKCL,Kerbside,Non-London
2013,JB4,nox,20519.28943581404,3.150325305330442,importKCL,Kerbside,Non-London
2013,KC1,nox,57.80337313374067,99.25807556215044,importKCL,Urban Background,LAEIBox
2013,KC1,nox,57.80337313374067,99.25807556215044,importKCL,Urban Background,LAEIBox
2013,KC2,nox,140.24004299762123,69.18160027394134,importKCL,Roadside,LAEIBox
2013,KC3,nox,229.43239615192772,99.40646044972034,importKCL,Roadside,LAEIBox
2013,KC4,nox,207.6895989191684,94.04177605296199,importKCL,Roadside,LAEIBox
2013,KC5,nox,269.4017040961263,91.8160027394133,importKCL,Kerbside,LAEIBox
2013,KG2,nox,105.14880749969383,16.516379408743294,importKCL,Urban Background,LAEIBox
2013,LB4,nox,436.7494480614636,38.043602328501315,importKCL,Kerbside,LAEIBox
2013,LB5,nox,153.05880198015632,60.198607464901265,importKCL,Industrial,LAEIBox
2013,LB6,nox,76.44873308452327,62.995091884488076,importKCL,Urban Background,LAEIBox
2013,LBG,nox,59.67188238881803,99.98858577787924,importKCL,Urban Background,Non-London
2013,LC1,nox,80.78890573143427,96.86108891679032,importKCL,Roadside,Non-London
2013,LC2,nox,152.41374486997688,98.7558497888369,importKCL,Roadside,Non-London
2013,LC3,nox,103.06507624865405,95.49138226229883,importKCL,Roadside,Non-London
2013,LC4,nox,113.00493436714439,99.30373245063349,importKCL,Roadside,Non-London
2013,LC5,nox,33.38493783046941,59.71921013582925,importKCL,Roadside,Non-London
2013,LC6,nox,118.99640937180297,98.50473690218011,importKCL,Roadside,Non-London
2013,LC7,nox,72.89104222226399,84.23695925122703,importKCL,Roadside,Non-London
2013,LH0,nox,65.59875166776357,83.4836205912567,importKCL,Urban Background,LAEIBox
2013,LL1,nox,10.322606409952206,93.06015295057641,importKCL,Rural,Non-London
2013,LRS,nox,148.25038404988663,99.98858577787924,importKCL,Roadside,Non-London
2013,LS4,nox,18.0069125440633,36.54833923068143,importKCL,Urban Background,Non-London
2013,LS5,nox,36.755846707956664,96.08492181257847,importKCL,Roadside,Non-London
2013,LS6,nox,17.717118724328582,42.871818285583835,importKCL,Urban Background,Non-London
2013,LW1,nox,99.42143478660162,99.86302933455084,importKCL,Urban Background,LAEIBox
2013,LW1,nox,99.42143478660162,99.86302933455084,importKCL,Urban Background,LAEIBox
2013,LW2,nox,130.35519933664062,98.00251112886656,importKCL,Roadside,LAEIBox
2013,LW4,nox,137.59109815496288,98.0253395731081,importKCL,Roadside,LAEIBox
2013,MD3,nox,63.108791805891954,99.61191644789407,importKCL,Roadside,Non-London
2013,ME1,nox,109.51626693762863,85.583837461477,importKCL,Roadside,LAEIBox
2013,MP1,nox,33.09973052073868,98.91564889852756,importKCL,Industrial,Non-London
2013,MP2,nox,96.48636952760607,99.086862230339,importKCL,Industrial,Non-London
2013,MR7,nox,297.5588180215693,4.246090628923639,importKCL,Kerbside,LAEIBox
2013,MV3,nox,33.44840459471111,91.99863029334551,importKCL,Urban Background,Non-London
2013,MW1,nox,105.8517761536172,99.89727200091313,importKCL,Roadside,Non-London
2013,MW2,nox,88.07034022560705,90.64033786097477,importKCL,Roadside,Non-London
2013,MY1,nox,280.675007672197,98.61887912338774,importKCL,Kerbside,LAEIBox
2013,MY1,nox,280.675007672197,98.61887912338774,importKCL,Urban Traffic,LAEIBox
2013,NF4,nox,61.50792875376963,90.54902408400868,importKCL,Roadside,Non-London
2013,NF5,nox,87.72037181009776,95.81098048168018,importKCL,Roadside,Non-London
2013,NK7,nox,76.66812281598602,4.154776851957539,importKCL,Urban Background,LAEIBox
2013,NM2,nox,95.4654733589937,25.579271772628697,importKCL,Roadside,LAEIBox
2013,NM3,nox,68.57728433159848,25.579271772628697,importKCL,Urban Background,LAEIBox
2013,OX0,nox,162.69179632939804,84.36251569455541,importKCL,Urban Background,Non-London
2013,OX4,nox,30.075830586757675,98.33352357036867,importKCL,Urban Background,Non-London
2013,PO1,nox,28.169308673309732,83.83746147700035,importKCL,Urban Background,Non-London
2013,PT4,nox,24.560041802106678,95.36582581897044,importKCL,Industrial,Non-London
2013,PT4,nox,24.560041802106678,95.36582581897044,importKCL,Urban Industrial,Non-London
2013,RB1,nox,56.1647853225733,94.06460449720352,importKCL,Urban Background,LAEIBox
2013,RB4,nox,87.29955921274762,99.1781760073051,importKCL,Roadside,LAEIBox
2013,RD0,nox,42.7250122367233,98.04816801734961,importKCL,Urban Background,Non-London
2013,RD1,nox,127.99294807434484,24.688962447209224,importKCL,Roadside,Non-London
2013,RD2,nox,177.2396289592728,23.3877411254423,importKCL,Roadside,Non-London
2013,RD3,nox,121.49334047591137,8.263896815432028,importKCL,Roadside,Non-London
2013,RG1,nox,34.28597002378681,97.8997831297797,importKCL,Suburban,Non-London
2013,RG2,nox,46.45888641691567,99.24666134002968,importKCL,Suburban,Non-London
2013,RG3,nox,26.75449324254334,96.88391736103185,importKCL,Rural,Non-London
2013,RHE,nox,104.42706066554273,85.07019746604269,importKCL,Kerbside,LAEIBox
2013,RHF,nox,102.34311560389526,78.06186508389453,importKCL,Kerbside,LAEIBox
2013,RI1,nox,79.11696710242472,99.13251911882205,importKCL,Roadside,LAEIBox
2013,RI2,nox,35.473596585878106,97.51169957767378,importKCL,Suburban,LAEIBox
2013,RO1,nox,116.94962078092328,97.31765780162081,importKCL,Roadside,Non-London
2013,RY2,nox,51.18073811756216,99.77171555758476,importKCL,Roadside,Non-London
2013,SBG,nox,27.7399061718229,99.98858577787924,importKCL,Urban Background,Non-London
2013,SD1,nox,27.50279268095241,94.85218582353613,importKCL,Urban Background,Non-London
2013,SH1,nox,54.941769279308154,98.00251112886656,importKCL,Urban Background,Non-London
2013,SH2,nox,130.82933472816376,58.34950348133775,importKCL,Roadside,Non-London
2013,SH3,nox,93.42675396852044,85.9490925693414,importKCL,Roadside,Non-London
2013,SH4,nox,69.39909271934425,91.26812007761671,importKCL,Urban Background,Non-London
2013,SH5,nox,87.11146068740067,92.98025339573108,importKCL,Roadside,Non-London
2013,SK5,nox,154.84731504114518,93.98470494235818,importKCL,Roadside,LAEIBox
2013,SK5,nox,154.84731504114518,93.98470494235818,importKCL,Urban Traffic,LAEIBox
2013,SK6,nox,79.19235114594176,85.72080812692616,importKCL,Urban Background,LAEIBox
2013,SM2,nox,49.31876625932787,22.714302020317316,importKCL,Urban Background,Non-London
2013,SRS,nox,62.02909821437021,99.98858577787924,importKCL,Roadside,Non-London
2013,ST3,nox,48.24382962211309,89.72720009131378,importKCL,Suburban,LAEIBox
2013,ST4,nox,152.05333187331823,52.950576418217096,importKCL,Kerbside,LAEIBox
2013,ST6,nox,121.46454148515895,99.3950462275996,importKCL,Kerbside,LAEIBox
2013,ST8,nox,64.29062011797674,92.99166761785185,importKCL,Industrial,LAEIBox
2013,TD0,nox,31.69800157684215,98.58463645702545,importKCL,Suburban,LAEIBox
2013,TE0,nox,19.154921138252583,97.19210135829243,importKCL,Rural,Non-London
2013,TH1,nox,50.16550204299275,49.74318000228284,importKCL,Urban Background,LAEIBox
2013,TH2,nox,134.73764260685172,96.80401780618651,importKCL,Roadside,LAEIBox
2013,TH2,nox,134.73764260685172,96.80401780618651,importKCL,Urban Traffic,LAEIBox
2013,TH4,nox,145.4514047502197,98.72160712247461,importKCL,Roadside,LAEIBox
2013,TH5,nox,49.02866136651283,96.84967469466956,importKCL,Urban Background,LAEIBox
2013,TK1,nox,46.403418242415896,96.87250313891109,importKCL,Urban Background,LAEIBox
2013,TK3,nox,57.25326059148428,96.45017692044287,importKCL,Roadside,Non-London
2013,TK4,nox,65.98906792152054,98.77867823307842,importKCL,Roadside,Non-London
2013,TK8,nox,203.1870951881583,96.78118936194498,importKCL,Roadside,LAEIBox
2013,UT1,nox,34.66575164919746,96.60997603013355,importKCL,Roadside,Non-London
2013,UT2,nox,26.228047086067836,80.02511128866567,importKCL,Urban Background,Non-London
2013,WA2,nox,95.8696707822113,95.04622759958909,importKCL,Urban Background,LAEIBox
2013,WA2,nox,95.8696707822113,95.04622759958909,importKCL,Urban Background,LAEIBox
2013,WA7,nox,323.27130899863477,99.31514667275425,importKCL,Kerbside,LAEIBox
2013,WA8,nox,256.3287216752385,98.71019290035385,importKCL,Roadside,LAEIBox
2013,WA9,nox,68.03834986026145,90.45771030704257,importKCL,Urban Background,LAEIBox
2013,WAA,nox,89.93202405272403,87.94658144047483,importKCL,Roadside,LAEIBox
2013,WM0,nox,77.18556498471725,98.85857778792375,importKCL,Urban Background,LAEIBox
2013,WM6,nox,407.65601171273454,85.17292546512955,importKCL,Kerbside,LAEIBox
2013,WT2,nox,110.31628764295073,99.45211733820341,importKCL,Roadside,Non-London
2013,ZC1,nox,51.32569005526804,95.43431115169501,importKCL,Roadside,Non-London
2013,ZM3,nox,15.079943592662298,24.25522200662025,importKCL,Rural,Non-London
2013,ZR1,nox,117.63315744755654,97.39755735646615,importKCL,Kerbside,LAEIBox
2013,ZR2,nox,93.2237886738449,83.74614770003424,importKCL,Roadside,LAEIBox
2013,ZR3,nox,145.064002780736,96.46159114256363,importKCL,Roadside,LAEIBox
2013,ZS1,nox,18.99240359680325,76.2470037666933,importKCL,Rural,Non-London
2013,ZT4,nox,133.87345466467409,97.69432713160599,importKCL,Roadside,Non-London
2013,ZT6,nox,85.06935258134527,39.69866453601187,importKCL,Roadside,Non-London
2013,ZV1,nox,29.8957459888029,84.670699691816,importKCL,Urban Background,LAEIBox
2013,ZV2,nox,61.23682178536912,94.69238671384545,importKCL,Roadside,LAEIBox
2013,ZY1,nox,23.405377049939588,97.85412624129665,importKCL,Urban Background,Non-London
2014,AD1,nox,91.46778298989277,38.557242323935625,importKCL,Kerbside,Non-London
2014,BG1,nox,37.927812379376576,87.66122588745577,importKCL,Suburban,LAEIBox
2014,BG2,nox,50.35839572471894,93.57379294601073,importKCL,Suburban,LAEIBox
2014,BH0,nox,23.323772362166206,99.16676178518435,importKCL,Urban Background,Non-London
2014,BL0,nox,72.04773335566975,73.85001712133318,importKCL,Urban Background,LAEIBox
2014,BQ7,nox,35.50340955797562,97.70574135372674,importKCL,Urban Background,LAEIBox
2014,BT4,nox,220.43760747726142,31.11516950119849,importKCL,Roadside,LAEIBox
2014,BW1,nox,32.014750319276956,99.53201689304873,importKCL,Urban Background,LAEIBox
2014,BX1,nox,47.90195140167405,97.95685424038352,importKCL,Suburban,LAEIBox
2014,BX2,nox,40.97449935012477,98.37918045885174,importKCL,Suburban,LAEIBox
2014,BX4,nox,48.80660763239683,96.18764981166534,importKCL,Industrial,LAEIBox
2014,CA2,nox,47.52986205895588,34.13993836320055,importKCL,Urban Background,Non-London
2014,CD1,nox,176.83400614896382,99.50918844880722,importKCL,Kerbside,LAEIBox
2014,CD3,nox,151.77655978213107,42.23262184682114,importKCL,Roadside,LAEIBox
2014,CD9,nox,361.26996959921007,92.64924095422897,importKCL,Roadside,LAEIBox
2014,CI1,nox,78.83030186357308,99.1211048967013,importKCL,Roadside,Non-London
2014,CI4,nox,58.10622199257825,67.6406802876384,importKCL,Roadside,Non-London
2014,CP2,nox,43.68640620550209,95.6169387056272,importKCL,Roadside,Non-London
2014,CR4,nox,96.83640915011682,93.47106494692386,importKCL,Roadside,LAEIBox
2014,CR5,nox,188.67759001696166,44.88072137883803,importKCL,Kerbside,LAEIBox
2014,CR7,nox,84.58945950172651,99.64615911425636,importKCL,Roadside,LAEIBox
2014,CT3,nox,78.26209713386838,99.42928889396188,importKCL,Urban Background,LAEIBox
2014,CT4,nox,263.5837469355607,98.86999201004451,importKCL,Roadside,LAEIBox
2014,CT6,nox,357.5820225352894,97.27200091313777,importKCL,Roadside,LAEIBox
2014,EA6,nox,284.3352914692153,91.49640452003196,importKCL,Roadside,LAEIBox
2014,EA7,nox,47.38816032713798,90.65175208309554,importKCL,Urban Background,LAEIBox
2014,EA8,nox,120.0536182228176,91.49640452003196,importKCL,Industrial,LAEIBox
2014,EA8,nox,120.0536182228176,91.49640452003196,importKCL,Urban Traffic,LAEIBox
2014,EB1,nox,19.72841803240675,90.59468097249173,importKCL,Urban Background,Non-London
2014,EB3,nox,16.969177305277267,80.89259216984362,importKCL,Urban Background,Non-London
2014,EI1,nox,169.63478657177438,93.99611916447894,importKCL,Roadside,LAEIBox
2014,EI2,nox,56.95835501490498,1.4724346535783588,importKCL,Roadside,LAEIBox
2014,EN1,nox,52.53871648534066,83.517863257619,importKCL,Suburban,LAEIBox
2014,EN4,nox,95.98831004941067,93.95046227599589,importKCL,Roadside,LAEIBox
2014,EN5,nox,105.98224861388856,15.192329642734848,importKCL,Roadside,LAEIBox
2014,EN7,nox,49.592996980082795,80.98390594680971,importKCL,Urban Background,LAEIBox
2014,GB6,nox,102.26690806601822,87.60415477685196,importKCL,Roadside,LAEIBox
2014,GN0,nox,69.48410419339417,99.3950462275996,importKCL,Roadside,LAEIBox
2014,GN2,nox,64.31986374093118,79.94521173382034,importKCL,Industrial,LAEIBox
2014,GN3,nox,74.86757989192961,89.77285697979683,importKCL,Roadside,LAEIBox
2014,GN4,nox,141.80656601363287,97.03230224860175,importKCL,Roadside,LAEIBox
2014,GR4,nox,29.463871708480045,64.83278164593082,importKCL,Suburban,LAEIBox
2014,GR5,nox,69.86981477491781,98.12806757219495,importKCL,Roadside,LAEIBox
2014,GR7,nox,107.54593492210029,97.79705513069284,importKCL,Roadside,LAEIBox
2014,GR8,nox,213.44775590720982,98.64170756762927,importKCL,Roadside,LAEIBox
2014,GR9,nox,100.49922310575039,96.82684625042803,importKCL,Roadside,LAEIBox
2014,HA1,nox,10.457626848842212,97.27200091313777,importKCL,Rural,Non-London
2014,HF4,nox,252.53446289247492,21.013582924323707,importKCL,Roadside,LAEIBox
2014,HG1,nox,112.9406411448312,65.25510786439904,importKCL,Roadside,LAEIBox
2014,HG1,nox,112.9406411448312,65.25510786439904,importKCL,Urban Traffic,LAEIBox
2014,HG4,nox,34.165476031698056,73.50759045771031,importKCL,Urban Background,LAEIBox
2014,HG4,nox,34.165476031698056,73.50759045771031,importKCL,Urban Background,LAEIBox
2014,HI0,nox,121.7853922862745,97.020888026481,importKCL,Suburban,LAEIBox
2014,HK6,nox,163.97405396261618,99.82878666818856,importKCL,Roadside,LAEIBox
2014,HO2,nox,57.72287364226485,99.52060267092797,importKCL,Roadside,Non-London
2014,HO4,nox,46.10888478083948,72.69718068713618,importKCL,Roadside,Non-London
2014,HO5,nox,64.27386217157925,56.10090172354754,importKCL,Roadside,Non-London
2014,HR1,nox,36.29051081944626,99.88585777879237,importKCL,Urban Background,LAEIBox
2014,HR2,nox,109.93064550140204,93.75642049994293,importKCL,Roadside,LAEIBox
2014,HS8,nox,176.87051084433335,99.34938933911653,importKCL,Roadside,LAEIBox
2014,HT1,nox,44.210114505565095,52.79077730852643,importKCL,Roadside,Non-London
2014,HV1,nox,72.95087182341649,99.48636000456568,importKCL,Roadside,LAEIBox
2014,HV3,nox,97.64137471293706,14.678689647300535,importKCL,Roadside,LAEIBox
2014,IM1,nox,286.6933320752983,83.71190503367195,importKCL,Kerbside,LAEIBox
2014,IS2,nox,150.7156148181465,87.7753681086634,importKCL,Roadside,LAEIBox
2014,IS6,nox,52.180184480830334,83.52927747973976,importKCL,Urban Background,LAEIBox
2014,JA1,nox,195.32530733658743,21.49298025339573,importKCL,Kerbside,Non-London
2014,JA2,nox,-445.59104413666915,22.99965757333638,importKCL,Kerbside,Non-London
2014,JA3,nox,-308.73322596672864,21.02499714644447,importKCL,Kerbside,Non-London
2014,JA4,nox,229.0930157968305,24.380778449948636,importKCL,Kerbside,Non-London
2014,JA5,nox,184.45010373427831,22.99965757333638,importKCL,Kerbside,Non-London
2014,JA6,nox,324.3172057885124,24.380778449948636,importKCL,Kerbside,Non-London
2014,JA7,nox,-6883.2877326760745,22.99965757333638,importKCL,Kerbside,Non-London
2014,JA8,nox,247.08598739152464,24.380778449948636,importKCL,Kerbside,Non-London
2014,JA9,nox,240.5626633275938,23.011071795457138,importKCL,Kerbside,Non-London
2014,JB1,nox,7295.481069039692,20.226001597991097,importKCL,Kerbside,Non-London
2014,JB2,nox,261.9682849552926,24.380778449948636,importKCL,Kerbside,Non-London
2014,JB3,nox,-11791.990527884804,2.0317315374957197,importKCL,Kerbside,Non-London
2014,JB4,nox,1914.180214104997,22.99965757333638,importKCL,Kerbside,Non-London
2014,KC1,nox,53.11160732404262,97.46604268919073,importKCL,Urban Background,LAEIBox
2014,KC1,nox,53.11160732404262,97.46604268919073,importKCL,Urban Background,LAEIBox
2014,KC2,nox,126.54069278902432,57.55050793288438,importKCL,Roadside,LAEIBox
2014,KC3,nox,179.05058326749153,99.5434311151695,importKCL,Roadside,LAEIBox
2014,KC4,nox,200.4395726686433,98.42483734733479,importKCL,Roadside,LAEIBox
2014,KC5,nox,267.7582932395165,91.00559296883918,importKCL,Kerbside,LAEIBox
2014,KG1,nox,155.71772983971212,62.070539892706314,importKCL,Roadside,LAEIBox
2014,KG2,nox,97.34297582068012,70.12898070996462,importKCL,Urban Background,LAEIBox
2014,LB4,nox,483.35016891139924,90.91427919187308,importKCL,Kerbside,LAEIBox
2014,LB5,nox,192.86351042790352,98.77867823307842,importKCL,Industrial,LAEIBox
2014,LB6,nox,57.18765454710903,97.83129779705513,importKCL,Urban Background,LAEIBox
2014,LBG,nox,61.63190259317302,99.98858577787924,importKCL,Urban Background,Non-London
2014,LC1,nox,76.7071218170402,91.78176007305102,importKCL,Roadside,Non-London
2014,LC2,nox,157.3479824927664,99.1211048967013,importKCL,Roadside,Non-London
2014,LC3,nox,98.85182954679105,98.68736445611232,importKCL,Roadside,Non-London
2014,LC4,nox,107.7339323319712,99.10969067458053,importKCL,Roadside,Non-London
2014,LC5,nox,80.48197046618496,9.873302134459538,importKCL,Roadside,Non-London
2014,LC6,nox,123.21187642486403,97.79705513069284,importKCL,Roadside,Non-London
2014,LC7,nox,69.145454032435,98.27645245976487,importKCL,Roadside,Non-London
2014,LH0,nox,63.188525754526346,94.14450405204884,importKCL,Urban Background,LAEIBox
2014,LL1,nox,8.71486967989418,64.71863942472321,importKCL,Rural,Non-London
2014,LRS,nox,150.65416118959064,99.98858577787924,importKCL,Roadside,Non-London
2014,LS5,nox,37.63412507123315,94.60107293687935,importKCL,Roadside,Non-London
2014,LS6,nox,16.767649890847586,86.57687478598334,importKCL,Urban Background,Non-London
2014,LW1,nox,105.02813865957764,99.6347448921356,importKCL,Urban Background,LAEIBox
2014,LW1,nox,105.02813865957764,99.6347448921356,importKCL,Urban Background,LAEIBox
2014,LW2,nox,110.65206000690885,99.8516151124301,importKCL,Roadside,LAEIBox
2014,LW4,nox,152.27769463748112,78.26732108206825,importKCL,Roadside,LAEIBox
2014,MD3,nox,61.42450696705591,90.43488186280105,importKCL,Roadside,Non-London
2014,ME1,nox,90.92708181343112,64.25065631777194,importKCL,Roadside,LAEIBox
2014,MP1,nox,34.84230604909126,70.81383403721037,importKCL,Industrial,Non-London
2014,MP2,nox,105.58464621718961,79.64844195868052,importKCL,Industrial,Non-London
2014,MR7,nox,371.42847347423884,5.6157972834151355,importKCL,Kerbside,LAEIBox
2014,MV3,nox,34.931389157600215,99.1781760073051,importKCL,Urban Background,Non-London
2014,MW1,nox,106.85863912662778,98.5389795685424,importKCL,Roadside,Non-London
2014,MW2,nox,90.45756577468293,99.76030133546399,importKCL,Roadside,Non-London
2014,MY1,nox,329.1144861932431,98.71019290035385,importKCL,Kerbside,LAEIBox
2014,MY1,nox,329.1144861932431,98.71019290035385,importKCL,Urban Traffic,LAEIBox
2014,NF4,nox,62.19805865993424,86.20020545599817,importKCL,Roadside,Non-London
2014,NF5,nox,90.5298470162485,96.45017692044287,importKCL,Roadside,Non-London
2014,OX0,nox,161.93277076417786,96.00502225773313,importKCL,Urban Background,Non-London
2014,OX4,nox,30.038678978649187,99.25807556215044,importKCL,Urban Background,Non-London
2014,PO1,nox,30.30296361388473,74.07830156374843,importKCL,Urban Background,Non-London
2014,PT4,nox,25.29227381750231,90.6060951946125,importKCL,Industrial,Non-London
2014,PT4,nox,25.29227381750231,90.6060951946125,importKCL,Urban Industrial,Non-London
2014,RB1,nox,58.26561013604019,35.86348590343568,importKCL,Urban Background,LAEIBox
2014,RB4,nox,101.90733723196452,37.06197922611574,importKCL,Roadside,LAEIBox
2014,RB7,nox,69.09963460613434,42.906060951946124,importKCL,Urban Background,LAEIBox
2014,RD0,nox,46.34728032986865,98.01392535098734,importKCL,Urban Background,Non-London
